Pair_a,ms_ssim1,ms_ssim2,psnr_hvs[0],psnr_hvs[1],vif,iw_ssim,fsim,nlpd,lpips_yuv,lpips_y,dists_yuv,dists_y,vamf
ref_2_Img15,0.883069183,0.882639468,35.07352412,25.55820607,0.265516967,0.891714275,0.914031863,0.303357005,0.453309715,0.484721035,0.137810171,0.175161362,85.783005
ref_2_Img16,0.989011735,0.988977313,48.54354245,37.44475369,0.721184194,0.99081248,0.993435323,0.092919461,0.127868444,0.150476113,0.020780027,0.035281479,95.76248
ref_2_Img2,0.9903275,0.990329206,37.33326526,30.59032596,0.735876858,0.092746295,0.990240991,0.988235414,0.199142247,0.197829455,0.023848891,0.0210706,91.315418
ref_2_Img3,0.94960412,0.94944346,24.12931404,21.55191152,0.439813346,0.919492543,0.920632839,0.197432637,0.403259397,0.429724097,0.159044266,0.181408346,59.932446
ref_2_Img4,0.936010915,0.93555963,23.6348894,21.09062372,0.420384914,0.889771461,0.901463091,0.230610535,0.425769717,0.45456177,0.175466895,0.194071412,55.049087
ref_2_Img5,0.981198326,0.981265903,29.44706278,25.5286995,0.839037597,0.972986639,0.966960251,0.149149016,0.271658748,0.304036438,0.091672063,0.101230383,59.499904
ref_2_Img6,0.93693487,0.936129928,21.88981503,19.91839448,0.646133661,0.877108753,0.888100207,0.275856882,0.430940747,0.468325734,0.200049341,0.227868795,16.367255
ref_2_Img7,0.704125922,0.671300232,15.40496536,14.36049344,0.434521049,0.422158986,0.675540924,0.621358931,0.696601748,0.716173708,0.440448284,0.462592661,0
ref_2_Img8,1,1,100000,100000,0.999999344,1.000000119,1,0,0,0,5.96E-08,-1.19E-07,97.42778
ref_2_Img9,0.997897419,0.997873187,55.34110131,44.48704289,0.941523075,0.998079062,0.998607874,0.042502061,0.057621665,0.05232079,0.004006565,0.003383517,96.872262
ref_3_Img1,1,1,100000,100000,0.999999404,0.99999994,1,0,0,0,0,-1.19E-07,97.428066
ref_3_Img10,0.922293377,0.920617163,28.45497768,23.90265056,0.285512865,0.883283496,0.900585353,0.265584081,0.508419752,0.50304985,0.216482639,0.213307202,59.74071
ref_3_Img11,0.991001078,0.99142313,50.49767364,37.41145642,0.776250541,0.99177891,0.994265914,0.09521877,0.199849278,0.192509696,0.019632876,0.012579262,93.552348
ref_3_Img12,0.983585793,0.983350515,45.51144345,33.21774248,0.61573559,0.982512236,0.986131907,0.129407927,0.289626598,0.276605338,0.047893703,0.031499386,89.157026
ref_3_Img13,0.958089003,0.951390862,36.22737612,27.43264431,0.371322602,0.944004059,0.951068103,0.207563281,0.474460542,0.457974762,0.134089231,0.110764325,74.963279
ref_3_Img14,0.967012338,0.966802239,42.10555712,31.51331212,0.523212075,0.970051229,0.980436862,0.168760121,0.246260732,0.285658747,0.06127286,0.09732312,91.934195
ref_3_Img15,0.682176682,0.680967629,23.00512448,17.31405474,0.092467897,0.698027015,0.778272212,0.581818044,0.678248227,0.712650537,0.300938129,0.330514193,56.254142
ref_3_Img16,1,1,100000,100000,0.999999404,0.99999994,1,0,0,0,0,-1.19E-07,97.428066
ref_3_Img2,0.993124607,0.993043244,39.93813633,32.35263145,0.802953362,0.992877543,0.991441905,0.083838277,0.131110355,0.134714216,0.01200068,0.014529228,91.546223
ref_3_Img3,0.997013468,0.996974528,49.96315654,41.51947465,0.938514471,0.058112711,0.997420132,0.997971833,0.089119986,0.090080872,0.006393015,0.005305469,95.298648
ref_3_Img4,0.861358725,0.859841526,21.36220604,19.1779244,0.27081728,0.745303392,0.81060183,0.327350348,0.564372182,0.571382046,0.283355236,0.306834817,16.660214
ref_3_Img5,0.983786262,0.983993471,33.22631017,27.49399142,0.868603349,0.97917825,0.973066628,0.135998547,0.206892684,0.224898294,0.079404891,0.087582469,64.253105
ref_3_Img6,0.996671223,0.996715367,43.81860541,34.59844488,0.978772402,0.996335626,0.994540691,0.062791772,0.062604114,0.069026381,0.019270718,0.023271501,83.028991
ref_3_Img7,0.963283454,0.963550389,27.79469571,23.88466419,0.777387559,0.945495188,0.937560201,0.203219965,0.314140975,0.336751789,0.136736214,0.148774505,44.062675
ref_3_Img8,1,1,100000,100000,0.999999404,0.99999994,1,0,0,0,0,-1.19E-07,97.428066
ref_3_Img9,0.974759737,0.974604607,39.10355323,30.53586677,0.550651312,0.96979022,0.972957134,0.149922118,0.337846488,0.331928819,0.104473233,0.097621322,87.124997
ref_4_Img1,1,1,100000,100000,0.999999225,1,1,0,0,0,0,-1.19E-07,97.428347
ref_4_Img10,0.973527318,0.973311424,36.21267598,29.62266497,0.531051219,0.965504408,0.972851634,0.161653474,0.333610892,0.321251303,0.102933466,0.099120796,85.844209
ref_4_Img11,0.997302916,0.997470558,56.00222678,44.03512687,0.938817024,0.997427702,0.998701811,0.058103163,0.082682334,0.076203316,0.009451866,0.004314125,95.92179
ref_4_Img12,0.941040204,0.92959857,29.896648,24.81400183,0.295704335,0.916336298,0.931017518,0.25933674,0.558145761,0.525012612,0.209994972,0.18609643,63.253123
ref_4_Img13,0.998051476,0.998088062,56.76075433,45.38648145,0.955554307,0.998124599,0.999024391,0.049631912,0.060872711,0.05438251,0.006233573,0.003165483,96.205896
ref_4_Img14,0.680493335,0.674363911,19.41698719,15.86873456,0.076765187,0.68787533,0.773941696,0.619938731,0.700310469,0.719170511,0.369923711,0.397293806,45.713813
ref_4_Img15,0.947417436,0.94693917,35.2846026,28.17783362,0.409499407,0.949860871,0.966709256,0.228098348,0.357600302,0.376024455,0.117104948,0.156504989,87.397748
ref_4_Img16,0.992134307,0.992134511,46.84140315,37.45091039,0.790334344,0.992862105,0.995201409,0.088770293,0.112712413,0.12972869,0.02460438,0.034961641,95.153528
ref_4_Img2,0.997409503,0.997409165,45.53111994,40.51629013,0.94384563,0.99751091,0.99829489,0.055625811,0.090725303,0.09390875,0.007706106,0.006751776,96.328216
ref_4_Img3,0.995946563,0.995945275,47.13597259,38.40075946,0.909430563,0.994946361,0.995702088,0.06896437,0.099511467,0.101527169,0.008965015,0.010444522,95.488256
ref_4_Img4,0.992135973,0.992066383,38.55005116,32.11625794,0.794917762,0.088708945,0.991603136,0.993419886,0.173145786,0.18486996,0.020074308,0.019732237,93.902132
ref_4_Img5,0.849871142,0.847235382,18.95752353,17.60177082,0.549993515,0.714794338,0.790128887,0.421597034,0.566392362,0.574614763,0.293032765,0.312535286,0
ref_4_Img6,0.95044022,0.950008035,23.75671544,21.55763056,0.684918106,0.916146457,0.917030573,0.249188319,0.375599504,0.39790833,0.173218727,0.185856581,28.179365
ref_4_Img7,0.989277019,0.989209831,32.36589476,28.27029933,0.878966808,0.985166311,0.984403431,0.11927709,0.176043749,0.193577975,0.067064404,0.071215272,67.796637
ref_4_Img8,1,1,100000,100000,0.999999225,1,1,0,0,0,0,-1.19E-07,97.428347
ref_4_Img9,0.998055415,0.998038352,53.83823947,43.75981161,0.952545345,0.99839586,0.998857677,0.04402259,0.07468161,0.078769289,0.009677052,0.007102251,96.585034
ref_5_Img1,1,1,100000,100000,0.999999523,1.000000119,1,0,0,0,-1.19E-07,0,97.428429
ref_5_Img10,1,1,100000,100000,0.999999523,1.000000119,1,0,0,0,-1.19E-07,0,97.428429
ref_5_Img11,0.930184882,0.925130844,28.90291742,23.052736,0.298641175,0.924490035,0.93803066,0.307044029,0.497757167,0.488565475,0.156700492,0.133327663,65.486829
ref_5_Img12,1,1,100000,100000,0.999999523,1.000000119,1,0,0,0,-1.19E-07,0,97.428429
ref_5_Img13,0.996517059,0.996905267,54.16461147,42.01260588,0.928584516,0.997297704,0.998551965,0.070305109,0.077456661,0.0609795,0.01096034,0.004200459,95.285788
ref_5_Img14,0.786826245,0.784752786,22.27276728,18.07750558,0.151529744,0.807962716,0.872070432,0.53033179,0.556138694,0.568700433,0.280989051,0.331348538,55.52767
ref_5_Img15,0.700478221,0.693604469,18.94089878,15.44528297,0.098025724,0.727566063,0.821368098,0.646838725,0.640998721,0.631427407,0.354787946,0.390135348,42.755357
ref_5_Img16,0.95990519,0.959678948,36.01307502,28.10462675,0.494532168,0.965082407,0.976041734,0.218336165,0.226333559,0.262259424,0.071004927,0.104431868,87.706702
ref_5_Img2,0.783567516,0.783316851,18.44393243,16.53048373,0.207839966,0.676097572,0.780060291,0.427183747,0.573892534,0.6328848,0.281855047,0.30749613,16.43422
ref_5_Img3,0.985249438,0.983981609,37.00470192,30.28643273,0.763467789,0.983467162,0.988331676,0.161735818,0.153595209,0.125470936,0.077749133,0.034370959,82.432219
ref_5_Img4,0.62953644,0.614834011,16.17737881,14.75263662,0.174206704,0.43385461,0.636837363,0.587576807,0.737485528,0.785625935,0.388825893,0.398024738,0
ref_5_Img5,1,1,100000,100000,0.999999523,0,1.000000119,1,0,0,-1.19E-07,0,97.428429
ref_5_Img6,0.91778119,0.918047428,22.97381672,19.8655983,0.607056916,0.897664368,0.897697389,0.28953287,0.363325506,0.428954095,0.16096884,0.174242496,29.142913
ref_5_Img7,0.967275872,0.967340946,28.956771,23.80780298,0.742630064,0.964461148,0.96118176,0.189449474,0.223954886,0.26980716,0.090153396,0.092113495,56.656693
ref_5_Img8,0.864856207,0.86245209,23.38025912,20.13926278,0.219757184,0.838263392,0.883472264,0.381755978,0.521169901,0.533201516,0.23907429,0.23503685,55.378324
ref_5_Img9,0.939005564,0.937826455,29.28053555,24.22341601,0.364152819,0.93520534,0.947946489,0.268317312,0.374886751,0.391294032,0.135011911,0.131256282,74.798834
ref_6_Img1,1,1,100000,100000,0.999999464,0.99999994,1,0,0,0,-1.19E-07,0,97.428006
ref_6_Img10,0.828775209,0.822313011,22.74958416,20.48097609,0.217637599,0.701022446,0.814956367,0.387773752,0.591469407,0.629416823,0.288514972,0.30087173,24.573013
ref_6_Img11,0.977003226,0.977805018,43.65328707,32.27117077,0.568053722,0.974162102,0.984294891,0.148435637,0.287985295,0.294182956,0.049389601,0.03452009,88.496678
ref_6_Img12,1,1,100000,100000,0.999999464,0.99999994,1,0,0,0,-1.19E-07,0,97.428006
ref_6_Img13,0.966653437,0.965537608,39.66562581,29.88425171,0.461375833,0.958382905,0.97357589,0.177750811,0.358565152,0.366201282,0.076905608,0.062740862,83.467011
ref_6_Img14,0.828991625,0.828087687,28.77987519,22.18728394,0.17119053,0.82249707,0.877513945,0.402596831,0.503582537,0.568849683,0.202979803,0.251205802,73.966064
ref_6_Img15,0.953603751,0.953419685,39.0766859,29.56652922,0.435210943,0.952560425,0.968578994,0.20611541,0.275186002,0.344700634,0.080289543,0.120408833,89.733499
ref_6_Img16,0.986682245,0.986668766,46.49114144,35.55427763,0.701799214,0.986757159,0.991235197,0.111683093,0.131956115,0.171511501,0.025899172,0.038516462,94.408565
ref_6_Img2,0.990892304,0.990745366,42.22403606,34.18328374,0.813137174,0.990667343,0.994589508,0.097553737,0.130501509,0.158243299,0.015377998,0.017431021,91.248517
ref_6_Img3,0.952065773,0.950920522,29.20261944,25.55402823,0.485000342,0.931354165,0.957603872,0.205157876,0.31536296,0.344741285,0.094817996,0.10826534,61.213802
ref_6_Img4,0.986371157,0.986121774,39.65537154,33.8821903,0.822128594,0.975507319,0.987828314,0.116699219,0.101565465,0.121248916,0.02162993,0.025181592,86.453482
ref_6_Img5,0.992046568,0.992067695,38.12204607,32.3394974,0.994627237,0.991739273,0.992715895,0.090424962,0.103146061,0.1288753,0.029318571,0.034437895,79.583952
ref_6_Img6,0.956850693,0.956798911,27.78136439,24.57447179,0.84987998,0.210061491,0.943332553,0.952044964,0.29786551,0.352818787,0.108091235,0.12574923,47.101418
ref_6_Img7,0.97808409,0.978103697,32.01932094,27.68542944,0.923745394,0.974874079,0.978079975,0.148583457,0.207284987,0.253693581,0.065256,0.075257599,65.223074
ref_6_Img8,0.909706761,0.907540679,28.39897229,24.44803037,0.299238741,0.860718787,0.914498329,0.270534486,0.47073856,0.49893558,0.17783916,0.178438663,64.306702
ref_6_Img9,1,1,100000,100000,0.999999464,0.99999994,1,0,0,0,-1.19E-07,0,97.428006
ref_7_Img1,1,1,100000,100000,0.999999106,1.000000119,1,0,0,0,-1.19E-07,-1.19E-07,97.428523
ref_7_Img10,0.903032447,0.889178395,26.08334859,21.19172822,0.20106256,0.871699095,0.88777554,0.362220615,0.453578174,0.503822744,0.173982918,0.204833627,54.049195
ref_7_Img11,0.971522652,0.972495019,38.73848469,28.15703618,0.451417089,0.966988206,0.97161895,0.194584444,0.293162137,0.295779824,0.068909824,0.060614705,82.477213
ref_7_Img12,0.939905595,0.936736703,31.33455365,23.87892114,0.290519238,0.923550725,0.932414889,0.285813421,0.432750493,0.426262677,0.133262873,0.126428366,67.069217
ref_7_Img13,0.882935497,0.894654393,24.48285674,20.6104471,0.273832381,0.856551945,0.892849863,0.356236309,0.470402241,0.512767613,0.179890633,0.200018346,34.120969
ref_7_Img14,0.915776641,0.946780503,29.06460251,23.10329282,0.322169691,0.91754353,0.941960871,0.289255708,0.42340064,0.465142429,0.125073969,0.148329198,53.347217
ref_7_Img15,0.94271018,0.959381938,31.90943059,25.38860149,0.452516645,0.944984436,0.953592181,0.243116617,0.384659767,0.422638535,0.092502594,0.09818548,65.570021
ref_7_Img16,0.967719979,0.980531156,36.74968569,27.88707479,0.539607346,0.968161166,0.979837716,0.186949298,0.272051573,0.30386883,0.045709729,0.043597579,76.009325
ref_7_Img2,0.989290147,0.989489615,41.77536765,30.85132575,0.956458032,0.991692841,0.989109397,0.086441077,0.082505696,0.095903449,0.022739708,0.028831184,80.194746
ref_7_Img3,0.915837294,0.917730808,25.26307935,21.10124873,0.597323418,0.905173481,0.934103251,0.289983541,0.326292813,0.366906464,0.169247508,0.18003124,43.11915
ref_7_Img4,0.893061526,0.894615412,22.4307736,19.45819286,0.507530153,0.852464139,0.896838903,0.330599993,0.402075171,0.44260323,0.213139057,0.235188961,25.765548
ref_7_Img5,0.990201252,0.990109742,42.1485382,32.77705624,0.700953722,0.987282276,0.987362087,0.108745463,0.153248578,0.166621,0.033618987,0.03794992,89.978098
ref_7_Img6,0.962977476,0.96271342,32.26238578,25.83388588,0.406461835,0.947830439,0.956905305,0.21955198,0.287415564,0.299338043,0.091316104,0.094380558,73.870343
ref_7_Img7,0.881793606,0.881384909,23.84850457,20.24913067,0.243012026,0.379402161,0.826209664,0.886490822,0.480925262,0.490253329,0.193487942,0.210330009,43.310052
ref_7_Img8,0.984650906,0.985443413,43.90574504,32.04849583,0.605254829,0.984142661,0.986611962,0.140385091,0.163695872,0.191459849,0.024231553,0.035899818,90.074451
ref_7_Img9,0.951825828,0.950386465,33.27708065,25.28139348,0.336590201,0.940833628,0.950092137,0.251739442,0.32178098,0.364272296,0.082191885,0.100799143,74.321381
ref_8_Img1,1,1,100000,100000,0.999998808,1,1,0,0,0,0,0,97.428095
ref_8_Img10,0.953602608,0.948545098,35.21708171,25.61572763,0.365686715,0.941665232,0.946412385,0.234537646,0.451802552,0.44442445,0.158988595,0.130456507,74.639246
ref_8_Img11,0.936612607,0.927671313,32.08760777,23.89695256,0.302419245,0.918630123,0.92414242,0.27127412,0.511383772,0.487982601,0.177989304,0.141972721,66.600476
ref_8_Img12,0.89883811,0.906026065,26.04422994,21.4715491,0.293848127,0.864574432,0.877491474,0.303780109,0.501653969,0.541732728,0.205278516,0.226288795,43.259145
ref_8_Img13,0.93652247,0.949685335,30.91289494,24.05336767,0.352425843,0.926122367,0.939088225,0.246162191,0.43849498,0.482279897,0.146254063,0.146988034,59.561665
ref_8_Img14,0.945627437,0.956712544,32.89739123,25.62609848,0.450247228,0.93859601,0.94786036,0.222252294,0.408015728,0.445775121,0.111257672,0.12199378,69.270809
ref_8_Img15,0.968324341,0.978348613,37.94712173,27.97791331,0.545726776,0.967580199,0.975742996,0.170445397,0.287703454,0.311984271,0.055880308,0.06011492,79.24731
ref_8_Img16,0.980863591,0.982576847,39.59718596,30.20092329,0.62930882,0.978468478,0.97874409,0.143560544,0.230697364,0.250358433,0.049339235,0.052355587,84.524442
ref_8_Img2,0.97543348,0.975583434,32.34264299,25.77775543,0.719557822,0.968307853,0.967489421,0.155317292,0.226098672,0.278336406,0.093070745,0.104586959,66.269122
ref_8_Img3,0.902921762,0.902447283,22.21276274,19.27167856,0.374613255,0.835355103,0.856257796,0.295300573,0.435057998,0.49129954,0.239755273,0.274021626,24.442586
ref_8_Img4,0.870157763,0.868727624,20.42241373,18.01653162,0.316774428,0.75691992,0.808274448,0.341496557,0.494246006,0.545397937,0.270263672,0.300458193,10.520307
ref_8_Img5,0.986220631,0.986054361,41.7535559,32.01152238,0.660612762,0.984874189,0.984877765,0.122290015,0.237340569,0.261712641,0.046938479,0.065542579,90.314244
ref_8_Img6,0.957795102,0.95728755,33.73343559,25.99105079,0.412144482,0.94808656,0.951954186,0.208728209,0.384646028,0.40348047,0.128745735,0.148732483,77.283311
ref_8_Img7,0.900204938,0.896127164,25.79137449,21.2839947,0.24995093,0.859937012,0.885577977,0.32255426,0.519128084,0.52417028,0.26513195,0.263710022,50.478009
ref_8_Img8,0.983697014,0.983596087,44.64589423,31.99707485,0.606840312,0.142123371,0.982118368,0.985189617,0.291452855,0.28855595,0.057373106,0.048226237,89.876894
ref_8_Img9,0.964623348,0.960608363,38.12355614,27.35453387,0.42773366,0.956251502,0.963624835,0.206158176,0.404938161,0.399332702,0.12127316,0.106082737,80.163956
ref_9_Img1,1,1,100000,100000,0.999998808,0.99999994,1,0,0,0,-1.19E-07,0,97.428126
ref_9_Img10,0.97612208,0.974740624,35.86980091,28.28540635,0.488979757,0.97037673,0.973990738,0.174673483,0.295022607,0.278986722,0.085244596,0.064605296,83.901399
ref_9_Img11,0.965465848,0.963148594,32.69079697,26.34145407,0.409073472,0.955952227,0.961543679,0.208413661,0.351601392,0.337144911,0.096305966,0.080610514,78.070835
ref_9_Img12,0.935604098,0.932710648,27.8908097,23.42603937,0.308979273,0.921142519,0.931877613,0.277279496,0.46385625,0.444697797,0.177886605,0.156910181,65.179555
ref_9_Img13,0.927854879,0.923614204,26.7286181,22.66741454,0.28486681,0.911155343,0.917809069,0.295870841,0.486869335,0.470418841,0.181901991,0.15896523,62.505653
ref_9_Img14,0.887199978,0.89515698,22.19499791,20.04656955,0.302847296,0.858807385,0.889175653,0.331307977,0.456389606,0.508780479,0.18876785,0.216454744,46.421689
ref_9_Img15,0.934053667,0.945186496,26.91149244,23.21191998,0.368944287,0.928076863,0.946167231,0.26353994,0.405663162,0.451395929,0.119745076,0.14632076,64.220882
ref_9_Img16,0.979535684,0.982982934,33.67126131,28.38530396,0.605912387,0.975367606,0.980455875,0.154247269,0.24098368,0.265876114,0.046713173,0.061224341,83.533238
ref_9_Img2,0.99077554,0.990739644,41.74257251,33.24826825,0.730524421,0.989735603,0.990993023,0.102242172,0.140537187,0.180231094,0.022305489,0.037216961,91.953244
ref_9_Img3,0.971904533,0.971852839,32.24922649,26.88773482,0.461885422,0.963315189,0.963898718,0.178565681,0.257112563,0.283611864,0.067287922,0.085009098,81.307695
ref_9_Img4,0.950290561,0.949638963,28.40209121,24.30612352,0.374285161,0.937309921,0.941630304,0.235067919,0.336770505,0.365480155,0.112837195,0.130510211,71.711566
ref_9_Img5,0.909919747,0.907879174,23.82939201,21.02541716,0.265576988,0.880781233,0.898695767,0.321531624,0.445663929,0.460640103,0.179391205,0.205099404,51.374069
ref_9_Img6,0.958001828,0.956077814,31.98213735,27.13396219,0.462179035,0.952312171,0.972614169,0.223043039,0.182229444,0.258462727,0.055509567,0.067565262,84.254205
ref_9_Img7,0.880981795,0.868824244,23.26503293,20.61909924,0.223654747,0.857179999,0.903808355,0.381910652,0.358970821,0.424380749,0.140608966,0.16118902,59.265718
ref_9_Img8,0.832476321,0.811174333,20.60575173,18.55289121,0.167107508,0.801220953,0.859145403,0.464078307,0.424088776,0.493289173,0.190392315,0.211636961,48.334932
ref_9_Img9,0.987037819,0.986690104,41.00894192,31.73552343,0.632004797,0.129569724,0.984815061,0.98722893,0.212986737,0.201742694,0.039397538,0.037680745,90.167581
